category,s1,s2,label,node_id,neighbour
"Activities, Crafts & Games"," Great Fashion Designs of the Se vent ies Paper Doll s is a book created by Tom Tier ney , a renowned authority on fashion history . The book features over 1 5 0 metic ulously rendered paper doll s , covering a range of subjects from U . S . Presidents to popular movie stars . Known for his metic ulous research and attention to detail , Mr . Tier ney ' s work is highly valued by fashion professionals , collectors , and paper doll enthusiasts worldwide .", Great Fashion Designs of the Se vent ies Paper Doll s ( D over Paper Doll s ),6,19931,"[19846, 19850, 19851, 19855, 19876, 20001, 20022, 20046, 20048, 20074]"
Growing Up & Facts of Life," This entertaining tale explores the imagination of children and addresses their common illnesses . Auth ored by Sus ie B az il , a mother of three and part - time attorney , part - time ch au ffer , and full - time ' n urse ,' the story is inspired by a conversation with her three - year - old about catching ' a bug .' Ill ustr ated by Shawn McC ann , an award - winning illustr ator and fine artist known for his bold use of color , form , and energy , the book captiv ates young readers with its vivid images .", The S ick Bug ,2,64363,[64372]
Geography & Cultures," Her ge ' s ' T int in in Tibet ' tells the story of T int in ' s adventurous journey to Tibet . Published by L ector um Pub ns in 2 0 0 4 , this hard cover book has 6 2 pages .", T int in En El Tibet / T int in At the Tibet ,11,76289,"[76284, 76285, 76286, 76287, 76291, 76292]"
"Science, Nature & How It Works"," An unusual book on Georgia ' s history , science , and culture .", Ge org ia H SP Science : A Comp elling Account of the State ' s Heritage ,15,7964,"[219, 7971, 7972, 25178, 25185]"
Animals," An award - winning series , The Adventures of Rainbow Fish teaches children about fish and marine life while impart ing valuable lessons such as team work , embracing individual differences , and resol ving conflicts creat ively . With over 4 0 million copies sold worldwide , Marcus Pf ister ' s charming tales of friendship have become childhood classics . The stories are enhanced with h olog raph ic foil acc ents .", The Adventures of Rainbow Fish : A Collection ( The Rainbow Fish ),1,29459,"[885, 4562, 5373, 8598, 14103, 29322, 29329, 29374, 29410, 29415, 29425, 29434, 29445, 29461, 29494, 29495, 31197, 33047, 63869]"
Growing Up & Facts of Life," M ade le ine Dun phy is an educational consultant and author based in Oakland , California . She specializes in teaching children about endangered environments through her books and school presentations . Her works include the entire Here Is the ... series , and she lives with her husband Chris and daughter G wen .", Here Is the African Sav anna ( Web of Life ),2,43407,"[4005, 4728, 4782, 4788, 4946, 5409, 5449, 7169, 7361, 10484, 13879, 16254, 17658, 28204, 28325, 30740, 36021, 39627, 43436, 49493, 49557, 49615, 49945, 59627, 62877, 71173]"
"Arts, Music & Photography"," D ream Works Animation is a renowned family entertainment brand . It produces 3 D animated films , TV series , shorts , interactive media , live shows , themed experiences , consumer products , publishing , and innovative technology . Its popular characters include the p eng uins from Mad ag asc ar .", Lear n to Draw Dream Works Animation ' s Mad ag asc ar : Discover the art of drawing beloved characters from the hit movie series !,13,69104,[69097]
"Science, Nature & How It Works"," Michael Bur gan is a renowned children ' s and young adults ' author with nearly 2 0 years of experience . His works primarily focus on U . S . history , geography , and bi ographies of world leaders . A University of Connecticut graduate in history , Michael has also written fiction and adapted classic novels . His graphic novel version of Frank enstein was a Junior Library Guild selection . Besides being an author , he has worked as an editor at Weekly Reader and enjoys writing plays . He resides in Santa Fe , New Mexico , with his cat , Call ie .", Sur v iving Earth qu akes ( Children ' s True Stories : Natural Dis asters ),15,47194,"[22927, 47191, 47192, 47196, 67677]"
Animals," Disc over the fascinating world of din osaurs with this over sized , full - color picture book featuring over 7 5 illustrations by artists from around the globe . The book presents the latest scientific views on din osaur appearance and size , eating habits , and speed . Learn about the strang est looking din osaurs , the largest , and the dead liest creatures from the Tri ass ic , Jur ass ic , and C ret ace ous periods .", D in osaurs !,1,27687,[27860]
Geography & Cultures," C ris p , bright photographs and a simple , personal narrative create a remarkably informative look at the process of silk production in a Thai village . - Kirk us Reviews ", The Story of Sil k : From W orm Sp it to W oven Scar ves ( Tra vel ing Phot ographer ),11,32755,"[4724, 7317, 8356, 10508, 13230, 19138, 20994, 23428, 31657, 31688, 32985, 33016, 33550, 37560, 38997, 51101, 61346, 65098, 74075]"
Biographies," He ather E . Schwartz interviewed lead or ph ans from the 1 9 8 3 movie Annie at 1 3 , later pursuing a career as a journalist and children ' s writer . She ' s auth ored 3 5 + non fiction titles published by various companies , written articles for National Geographic Kids , Discovery Girls , and developed content for Kids Get Ar th ritis T oo . org . Schwartz also worked as an editor at Br idal Guide magazine and co - auth ored a wedding gown book ."," He ather E . Schwartz : Journal ist , Children ' s Writer , and Editor ",17,53672,"[53535, 53564, 53604, 53670]"
"Activities, Crafts & Games"," A stick er and activity book based on the popular Disney attraction ' It ' s a Small World ', featuring colorful illustrations and engaging activities for children .", Dis ney ' s ' It ' s a Small World ' St icker & Activity Book ,6,49199,"[49124, 49139, 52287]"
Education & Reference," Sp in elli ' s ' I Can Be Anything !' is a charming tale of a young boy dreams of various careers , from a pumpkin grow er to a silly - j oke tell er . The story , accompanied by ex uber ant water color and acrylic illustrations , follows the boy as he 跳跃 着 从一个 冒险 目标 到 另一个 冒险 目标 ， 与 兔子 、 青蛙 和其他 小 动物 交朋友 。 在 故事 结尾 ， 男孩 决定 ：“ 这么多 工作 ！ / 它们 都很 有趣 / 我要 选择 / 每一个 ！ ”， 以 四 页 折叠 式 插 页 呈现 。 此 书 与 Le on id Gore 的 《 When I Grow Up 》 或 J e anie Franz R ansom 的 《 What Do Parents Do ? ( When You ' re Not Home )》 相 得益 彰 。 ", I Can Be Anything !,12,10761,"[524, 1102, 1128, 1868, 2257, 2822, 3544, 4000, 4363, 5376, 5573, 5624, 6671, 7204, 7455, 8258, 9455, 10270, 10337, 10339, 10443, 10577, 11760, 13102, 14016, 16147, 16202, 16454, 18468, 21344, 23400, 26219, 27473, 31085, 32304, 32368, 32724, 37140, 39131, 41057, 43169, 43301, 43598, 46243, 46677, 46723, 47636, 48124, 48586, 49080, 49965, 51812, 52484, 52747, 53716, 54076, 54461, 59012, 59750, 62241, 62302, 63696, 65779, 68204, 68210, 68467, 70561, 74407, 74677, 75220, 75222, 75374]"
Growing Up & Facts of Life," G ent le tale of Sophie Mouse ' s adventure in search of unique b erry paint color , navig ating forest dangers with friend H att ie and meeting a strange squir rel . Ch arming black - and - white illustrations . ", The Emer ald Ber ries ( The Adventures of Sophie Mouse ),2,54780,"[2360, 3789, 6810, 6838, 11397, 22340, 22380, 22844, 23697, 29305, 29601, 32782, 33148, 33861, 34363, 45489, 51672, 51716, 51744, 51774, 51830, 51831, 51963, 51990, 51998, 52016, 54491, 54556, 54582, 54641, 54663, 54689, 54730, 54735, 54753, 54783, 54819, 54904, 54915, 54924, 54936, 55048, 55049, 55131, 55233, 55242, 55344, 55353, 55437, 55472, 55478, 55484, 55530, 55550, 55552, 58484, 58486, 58515, 74967, 75198, 75200, 75201, 75203]"
Growing Up & Facts of Life," Br ou wer creates a compelling narrative with humor , lik able characters , and a life lesson wrapped around the Canadian game of hockey . Ross ' s simple black and white drawings accent uate the emotions of the main characters . This team has produced a chapter book suitable for a wide range of readers .", Tim ber w olf Pre y ( Or ca Echo es ),2,59776,[59329]
Animals," The Bell maker : A Tale from the Red wall series , receives high praise from critics . The seventh volume continues the action - packed formula with a vast cast of wood land creatures . The story features thrilling cliff h angers and vivid ly described forest fe asts .", The Bell maker : A Tale from Red wall ,1,5946,"[8297, 11328, 16210, 16301, 17359, 17360, 17363, 18231, 22351, 27220, 45204, 49973, 52185]"
"Arts, Music & Photography"," R eb ec ca J anni , a teacher and cow girl , resides near Des Mo ines , Iowa . Lyn ne Av ril , a painter , bass player , and cow girl , lives in Phoenix , Arizona .", Every Cow girl Needs Dancing B oots ,13,20776,"[1829, 3188, 4102, 4224, 5977, 10766, 12254, 12713, 13128, 13877, 14550, 16915, 18350, 18399, 19044, 19421, 19578, 20772, 21411, 24223, 28835, 30139, 31020, 31311, 31916, 36525, 36603, 36866, 38512, 45377, 47822, 55062, 55889, 57878, 60891, 63076, 66056, 70550, 73550, 73554]"
Growing Up & Facts of Life,,,2,45391,"[16754, 45363, 45377, 45393, 53888, 73065, 73075, 73123, 73134, 73144]"
Education & Reference," J eff Kin ney , a # 1 New York Times bestselling author , is known for his award - winning books and innovative website . He resides in southern Massachusetts with his family and is opening a book store .", T res no es comp añ ía / The Third Wheel ( Di ario de Greg ) ( Sp anish Edition ),12,73678,"[471, 17175, 17385, 17580, 17584, 22411, 22724, 45941, 45944, 50687, 51406, 52198, 73676, 73677, 73682, 73683, 73684, 73686, 76154, 76166]"
Growing Up & Facts of Life," R og er L el oup joined Her g ' s studio in 1 9 5 3 , where he assisted Her g in drawing T int in ' s Adventures . He has also worked with Pe yo , creator of the Sm ur fs . Y oko Ts uno debuted in Sp ir ou magazine in 1 9 7 0 . L el oup was awarded the much - c ov eted Grand Prix de la Je unes se Sci - Fi in 1 9 9 0 .", The Three Sun s of V inea ( Y oko Ts uno ),2,71922,"[11346, 71911, 71928, 72936]"
Growing Up & Facts of Life," A story about a young bear named Bear , who is a math wh iz and a bud ding gymn ast , but struggles with riding a bike . The story follows Bear as he questions his intelligence and confidence , and seeks help from the library . When a goat is in danger , Bear puts his skills to the test to save it . The book encourages students to be well - round ed and apply their skills in unexpected ways ."," B ike On , Bear !",2,54551,"[11997, 14016, 15054, 19538, 46243, 49417, 51838, 54897, 58229, 59750, 75765]"
