category,s1,s2,label,node_id,neighbour
Growing Up & Facts of Life,,,2,22708,"[1957, 3664, 11397, 11408, 11418, 14611, 14617, 14619, 14642, 16760, 16896, 16906, 22126, 22218, 22232, 22236, 22273, 22274, 22277, 22280, 22281, 22459, 22464, 22466, 22470, 22479, 22487, 22509, 22514, 22657, 22694, 22701, 22702, 22805, 22927, 44922, 54999, 55072, 55170, 55334, 55373, 55938, 69525]"
Growing Up & Facts of Life,,,2,43228,[5533]
Growing Up & Facts of Life," E ll en We iner , born and raised on Long Island , NY , holds an English Secondary Education degree from the University of Albany . After her son Jeffrey ' s food allergy diagnosis , she started her writing career . We iner has contributed to research projects and is now writing a book on Arizona for newcom ers . She auth ored ' T aking A . D . D . to School ' .", T aking Food All ergies to School ( Special Kids in School Series ),2,72668,"[16347, 24754, 28790, 37781, 37782, 43514, 44418, 53984, 56677, 57586, 63470, 64360, 64377, 67262, 72670, 72671, 72672, 72673, 74897]"
History," Disc over the stories behind 1 7 patri otic symbols in this up beat volume . Written by school libr arian and award - winning author Teresa Bat eman , the book is engaging for both browsers and researchers . With illustrations by New Yorker cartoon ist John O ' Brien , the book features vibrant art ."," Red , White , Blue and Uncle Who ?: The Stories Behind Some of America ' s Patri otic Symbol s ",18,39246,"[6014, 13909, 21109, 24331, 24710, 26777, 40517, 41420, 62709, 74678]"
Animals," E ight humor ously ret old fairy tales with animals as characters , filled with pun s , literary and political references , word play , and s ly wisdom . Gregory Mag u ire , New York Times bestselling author , presents a delightful collection suitable for sophisticated readers .", Le aping Beauty : And Other Animal Fair y Tales ,1,1523,"[2303, 2805, 25011]"
Geography & Cultures," A ard man Animation Studio , known for its award - winning films like Sha un the She ep , Chicken Run , and Wallace & G rom it , has created another entertaining installment : Sha un the She ep : Pr anks a Lot ! ( T ales from Moss y Bottom Farm ). This comedy follows the ant ics of Sha un and his farm friends as they get into various mis ad vent ures .", S ha un the She ep : Pr anks a Lot ! ( T ales from Moss y Bottom Farm ),11,33829,"[33594, 33601, 33797]"
Growing Up & Facts of Life," L ois Gr ambling is a children ' s book author known for her works such as ' Can I Bring W oo ley to the Library , Ms Re eder ? ', ' Can I Have a Ste gos aurus , Mom ? Can I ? Please !' She resides in B ingham ton , New York ."," Can I Bring My P ter od act yl to School , Ms . Johnson ? ( Pre historic P ets )",2,62240,"[1269, 1430, 6086, 6305, 14527, 16202, 16454, 17149, 22031, 25368, 27265, 27383, 29403, 32376, 38523, 45244, 48124, 49588, 49608, 49648, 49865, 51023, 53463, 54034, 54497, 55773, 62391, 63748, 68549]"
Literature & Fiction," L ew is B . Montgomery is a pen name for Mar a Rock l iff , who writes under the names Nan Walker and Ele anor May for Kane Press . Known for her lemon bars , ho ley socks , and g or illa im itation , she lives in eastern Pennsylvania with her family .", The Case of the Amazing Zel da ( Book 4 ) ( M ilo and Jazz Myst eries ),0,61752,"[5340, 13478, 13795, 16773, 50712, 55533, 61712, 61718, 61728, 61739, 61756, 61758, 61762, 61767, 61768]"
Religions," Jul iet David , a pseud onym for an in - house author , and Jo Par ry , a full - time artist with a background in B ourn em outh Arts Institute , collaborated on the Cand le Bible for Kids board book . Par ry , known for her fun and colorful illustrations in greet ings cards , fine art , and children ' s books , brought her unique style to the project . Using an Apple Mac , she adapted her artwork to fit the biblical themes , creating a vibrant and engaging board book for children .", C and le Bible for Kids : Board Book ,20,70825,"[8874, 34631, 39947]"
"Activities, Crafts & Games",,,6,70059,"[53369, 69988]"
Literature & Fiction," A . A . Mil ne , the creator of Winn ie - the - Po oh , passed away in 1 9 5 6 . Illustr ator Ernest H . She p ard , famous for his drawings of the beloved bear and his friends , died in 1 9 7 6 ."," Christ opher Robin Lead s an Exp edition ( E asy - to - Read , P uff in )",0,6742,[49170]
Literature & Fiction," Jo Ann is a historical fiction author who lived on the Minnesota pra irie . She was once a full - time C PA , but now ded icates her time to researching and writing . Her works include historical non fiction books for children , novels in the Hearts ong Pres ents line , and the American Adventure and Sisters in Time series . Her love for history grew after working at an historical restoration in North Carolina . Jo Ann we aves fictional characters into historical backgrounds , believing her stories can convey messages of salvation and encouragement . Her latest novel is Kate and the Sp ies : The American Revolution ( 1 7 7 5 ) ( S isters in Time # 6 )", K ate and the Sp ies : The American Revolution ( 1 7 7 5 ) ( S isters in Time # 6 ),0,64401,"[64400, 64402, 64403, 64404, 64407, 64408, 64409, 65412, 65416, 65420]"
Holidays & Celebrations," C reated by the award - winning author of popular children ' s books , this rh ym ing coloring book features the l ovable and mis chie v ous Pass over Pupp y . Families will enjoy the animated illustrations by Daniel Tr ay nor while learning about the holiday . The author , Mark Sh ul man , guarantees this book will become a tre as ured keeps ake .", Pass over Pupp y : Col oring Book ,14,75449,[42315]
Action & Adventure," Under the guidance of Tang Mon k , Mon key King learns to redirect his abundant energy . From a care free show - off to a responsible leader , Mon key King has out grown his mis chief and cap rice , and developed into a true disc iple with increasing self - control . However , challenges remain on the trip to the West in search of the Sacred Script ures . This is the fourth volume of the Adventures of Mon key King series . The book features text in English and Traditional Chinese .", Mon key King De fe ats Red Boy ( English / Ch inese ) ( Ad vent ures of Mon key King ) ( English and Chinese Edition ),10,61427,"[61428, 66158]"
Classics," S ir Arthur Con an Doyle ( 1 8 5 9 - 1 9 3 0 ), a Scottish physician and prolific writer , is famous for creating the iconic detective Sher lock Holmes . His work continues to captiv ate readers worldwide . One of his stories , ' How Watson Lear ned the Tr ick ,' is a Mini ature Queen Mary ' s Doll house Fac sim ile Book .", S ir Arthur Con an Doyle ' s ' How Watson Lear ned the Tr ick ': A Sher lock Holmes Story ,8,33670,[33657]
Growing Up & Facts of Life," After her mother ' s emergency knee surgery , 1 2 - year - old Ron nie Sp arks takes charge of her 7 - year - old brother G ee , who has severe ADHD . Their father , Pop , reluct antly agrees to take them on a road trip to Kansas to search for wind - power generating sites . Ron nie finds herself in a difficult position , trying to control G ee ' s behavior to prevent Pop from getting upset . The story features amusing chapter - head ing quot ations from a self - help book Ron nie has read , and well - developed characters that readers will root for . Fans of Jack G ant os ' Joey Pig za series will enjoy this tale .", The Middle of Som ew here ,2,13216,[46362]
Literature & Fiction," He ather St ella , a teacher with a Master ' s degree in elementary / special education , lives in War wick , New York . She created the ' Get Ready for School Connect ing Cards : Pre - K S ight Words ' program to help children develop their reading skills .", Get Ready for School Connect ing Cards : Pre - K S ight Words ,0,61994,"[11297, 61997, 61998, 62001, 75162]"
Growing Up & Facts of Life," D od ger for Sale is Son nen b lick ' s third and final book about fifth - grad er Willie and his imaginary friend , Dod ger , a blue ch imp anz ee . In this installment , Willie ' s dad , a self - help writer , has come up with a brilliant idea for his new book : he ' ll have each family member follow the advice from one of his previous books and document the results . Willie ' s assignment is Kid on a Quest : Be Your Own Hero . His opportunity comes when he , his friend L izz ie , and the student council join forces to prevent the magical woods next door to their school from being destroyed by developers . The problem is less straightforward than it seems , as Willie ' s sister is kidn apped by le pre cha uns before the quest is over . With a little magic and the help of his friends , Willie becomes a hero in his own right .", D od ger for Sale ( D od ger and Me ),2,9621,[]
Animals, Day and Ed ens team up for a quirky tale about a bull ter rier puppy who saves his family from a land slide .," D ar by , The Special Order P up ",1,36261,"[47481, 57306, 73356]"
Growing Up & Facts of Life,,,2,3344,"[3293, 3836, 3898, 4772, 6071, 11979, 12077, 13140, 14045, 14056, 14550, 16819, 17658, 18340, 22712, 25829, 45282, 45896, 52765, 54465, 55006, 55338, 55468, 56419, 56922, 75905]"
